Step,N,maxaug_c,Nscores
158,0.079999998,30.09929657,-99.99990082
159,0.079999998,30.21598053,-99.99990082
160,0.079999998,30.33266449,-99.99990082
161,0.079999998,30.44934845,-99.99990082
162,0.079999998,30.56603241,-99.99990082
163,0.079999998,30.68271255,-99.99990082
164,0.079999998,30.79939651,-99.99990082
165,0.079999998,30.91608047,-99.99990082
166,0.079999998,31.03276443,-99.99990082
167,0.079999998,31.14944839,-99.99990082
168,0.079999998,31.26613235,-99.99990082
169,0.079999998,31.38281631,-99.99990082
170,0.079999998,31.49949646,-99.99990082
171,0.079999998,31.61618042,-99.99990082
172,0.079999998,31.73286438,-99.99990082
173,0.079999998,31.84954834,-99.99990082
174,0.079999998,31.9662323,-99.99990082
175,0.079999998,32.08291626,-99.99990082
176,0.079999998,32.19960022,-99.99990082
177,0.079999998,32.31628036,-99.99990082
178,0.079999998,32.43296814,-99.99990082
179,0.079999998,32.54964828,-99.99990082
180,0.079999998,32.66633224,-99.99990082
181,0.079999998,32.7830162,-99.99990082
182,0.079999998,32.89970016,-99.99990082
183,0.079999998,33.01638031,-99.99990082
184,0.079999998,33.13306808,-99.99990082
185,0.079999998,33.24975204,-99.99990082
186,0.079999998,33.36643219,-99.99990082
187,0.079999998,33.48311615,-99.99990082
188,0.079999998,33.59980011,-99.99990082
189,0.079999998,33.71648407,-99.99990082
190,0.079999998,33.83316422,-99.99990082
191,0.079999998,33.94985199,-99.99990082
192,0.079999998,34.06653214,-99.99990082
193,0.079999998,34.18321609,-99.99990082
194,0.079999998,34.29990005,-99.99990082
195,0.079999998,34.41658401,-99.99990082
196,0.079999998,34.53326797,-99.99990082
197,0.079999998,34.64995193,-99.99990082
198,0.079999998,34.76663589,-99.99990082
199,0.079999998,34.88331604,-99.99990082
200,0.079999998,35,-99.99990082
201,0.170351744,11.77999973,2.564267635
202,0.170351744,11.89668274,2.566735744
203,0.170351744,12.0133667,2.569194794
204,0.170351744,12.13004971,2.57165122
205,0.170351744,12.24673367,2.574100018
206,0.170351744,12.36341667,2.576540947
207,0.170351744,12.48010063,2.578980684
208,0.170351744,12.59678364,2.581408501
209,0.170351744,12.71346664,2.583830833
210,0.170351744,12.8301506,2.58624053
211,0.170351744,12.94683361,2.588645697
212,0.170351744,13.06351757,2.591046572
213,0.170351744,13.18020058,2.593434334
214,0.170351744,13.29688454,2.595818043
215,0.170351744,13.41356754,2.598193645
216,0.170351744,13.53025055,2.600558996
217,0.170351744,13.64693451,2.602917671
218,0.170351744,13.76361752,2.605273724
219,0.170351744,13.88030148,2.607615232
220,0.170351744,13.99698448,2.609951496
221,0.170351744,14.11366844,2.612281799
222,0.170351744,14.23035145,2.614603758
223,0.170351744,14.34703445,2.616919994
224,0.170351744,14.46371841,2.619223118
225,0.170351744,14.58040237,2.621527195
226,0.170351744,14.69708538,2.623817921
227,0.170351744,14.81376839,2.626112461
228,0.170351744,14.93045235,2.628390074
229,0.170351744,15.04713535,2.630665302
230,0.170351744,15.16381836,2.632940292
231,0.170351744,15.28050232,2.635205507
232,0.170351744,15.39718628,2.637470007
233,0.170351744,15.51386929,2.639726162
234,0.170351744,15.63055229,2.641980648
235,0.170351744,15.74723625,2.644230127
236,0.170351744,15.86392021,2.646478653
237,0.170351744,15.98060226,2.648725986
238,0.170351744,16.09728622,2.650970936
239,0.170351744,16.21397018,2.653215885
240,0.170351744,16.33065414,2.65545702
241,0.170351744,16.4473362,2.657699585
242,0.170351744,16.56402016,2.659946203
243,0.170351744,16.68070412,2.662197351
244,0.170351744,16.79738617,2.664455414
245,0.170351744,16.91407013,2.666707993
246,0.170351744,17.03075409,2.668975592
247,0.170351744,17.14743805,2.671248198
248,0.170351744,17.2641201,2.673531294
249,0.170351744,17.38080406,2.675823927
250,0.170351744,17.49748802,2.678133249
251,0.170351744,17.61417007,2.68045187
252,0.170351744,17.73085403,2.682784319
253,0.170351744,17.84753799,2.685139418
254,0.170351744,17.96422195,2.687509775
255,0.170351744,18.08090591,2.68990612
256,0.170351744,18.19758797,2.692330837
257,0.170351744,18.31427193,2.694776297
258,0.170351744,18.43095398,2.697252989
259,0.170351744,18.54763794,2.699774742
260,0.170351744,18.6643219,2.702322245
261,0.170351744,18.78100586,2.704920292
262,0.170351744,18.89768791,2.707557917
263,0.170351744,19.01437187,2.710244656
264,0.170351744,19.13105583,2.712981701
265,0.170351744,19.24773788,2.715784073
266,0.170351744,19.36442184,2.718638659
267,0.170351744,19.4811058,2.721570969
268,0.170351744,19.59778976,2.724570751
269,0.170351744,19.71447182,2.727656603
270,0.170351744,19.83115578,2.730824947
271,0.170351744,19.94783974,2.734083176
272,0.170351744,20.06452179,2.737444878
273,0.170351744,20.18120575,2.740915537
274,0.170351744,20.29788971,2.74449563
275,0.170351744,20.41457367,2.748197794
276,0.170351744,20.53125763,2.752036095
277,0.170351744,20.64793968,2.756009102
278,0.170351744,20.76462364,2.760133266
279,0.170351744,20.88130569,2.764413118
280,0.170351744,20.99798965,2.768870592
281,0.170351744,21.11467361,2.773498774
282,0.170351744,21.23135757,2.778321266
283,0.170351744,21.34804153,2.783337355
284,0.170351744,21.46472359,2.788575649
285,0.170351744,21.58140755,2.794031143
286,0.170351744,21.6980896,2.799718618
287,0.170351744,21.81477356,2.805652857
288,0.170351744,21.93145752,2.811846018
289,0.170351744,22.04814148,2.818310976
290,0.170351744,22.16482544,2.82505846
291,0.170351744,22.28150749,2.832088947
292,0.170351744,22.39818954,2.839420795
293,0.170351744,22.51487541,2.847068787
294,0.170351744,22.63155746,2.855040312
295,0.170351744,22.74824142,2.863335371
296,0.170351744,22.86492538,2.871975183
297,0.170351744,22.98160934,2.880960703
298,0.170351744,23.0982914,2.890290976
299,0.170351744,23.21497536,2.899974346
300,0.170351744,23.33165741,2.910033941
301,0.170351744,23.44834137,2.920446873
302,0.170351744,23.56502533,2.931226254
303,0.170351744,23.68170929,2.942358494
304,0.170351744,23.79839325,2.953864574
305,0.170351744,23.9150753,2.965711594
306,0.170351744,24.03175926,2.977928877
307,0.170351744,24.14844131,2.990484238
308,0.170351744,24.26512527,3.003369331
309,0.170351744,24.38180923,3.016595602
310,0.170351744,24.49849319,3.030131102
311,0.170351744,24.61517715,3.043974876
312,0.170351744,24.73186111,3.0581007
313,0.170351744,24.84854317,3.072508574
314,0.170351744,24.96522522,3.087177753
315,0.170351744,25.08190918,3.102099419
316,0.170351744,25.19859314,3.117252588
317,0.170351744,25.3152771,3.132613897
318,0.170351744,25.43196106,3.148170948
319,0.170351744,25.54864502,3.163913727
320,0.170351744,25.66532707,3.179816008
321,0.170351744,25.78200912,3.195865393
322,0.170351744,25.89869308,3.212055922
323,0.170351744,26.01537704,3.228359461
324,0.170351744,26.132061,3.244775772
325,0.170351744,26.24874496,3.261288166
326,0.170351744,26.36542892,3.277879
327,0.170351744,26.48211098,3.294539452
328,0.170351744,26.59879494,3.311264515
329,0.170351744,26.71547699,3.328041792
330,0.170351744,26.83216095,3.344875336
331,0.170351744,26.94884491,3.361749887
332,0.170351744,27.06552887,3.37866497
333,0.170351744,27.18221092,-99.99990082
334,0.170351744,27.29889679,-99.99990082
335,0.170351744,27.41557884,-99.99990082
336,0.170351744,27.53226089,-99.99990082
337,0.170351744,27.64894485,-99.99990082
338,0.170351744,27.76562881,-99.99990082
339,0.170351744,27.88231277,-99.99990082
340,0.170351744,27.99899673,-99.99990082
341,0.170351744,28.11568069,-99.99990082
342,0.170351744,28.23236465,-99.99990082
343,0.170351744,28.3490448,-99.99990082
344,0.170351744,28.46572876,-99.99990082
345,0.170351744,28.58241272,-99.99990082
346,0.170351744,28.69909668,-99.99990082
347,0.170351744,28.81578064,-99.99990082
348,0.170351744,28.93246078,-99.99990082
349,0.170351744,29.04914474,-99.99990082
350,0.170351744,29.1658287,-99.99990082
351,0.170351744,29.28251266,-99.99990082
352,0.170351744,29.39919662,-99.99990082
353,0.170351744,29.51588058,-99.99990082
354,0.170351744,29.63256454,-99.99990082
355,0.170351744,29.7492485,-99.99990082
356,0.170351744,29.86592865,-99.99990082
357,0.170351744,29.98261261,-99.99990082
358,0.170351744,30.09929657,-99.99990082
359,0.170351744,30.21598053,-99.99990082
360,0.170351744,30.33266449,-99.99990082
361,0.170351744,30.44934845,-99.99990082
362,0.170351744,30.56603241,-99.99990082
363,0.170351744,30.68271255,-99.99990082
364,0.170351744,30.79939651,-99.99990082
365,0.170351744,30.91608047,-99.99990082
366,0.170351744,31.03276443,-99.99990082
367,0.170351744,31.14944839,-99.99990082
368,0.170351744,31.26613235,-99.99990082
369,0.170351744,31.38281631,-99.99990082
370,0.170351744,31.49949646,-99.99990082
371,0.170351744,31.61618042,-99.99990082
372,0.170351744,31.73286438,-99.99990082
373,0.170351744,31.84954834,-99.99990082
374,0.170351744,31.9662323,-99.99990082
375,0.170351744,32.08291626,-99.99990082
376,0.170351744,32.19960022,-99.99990082
377,0.170351744,32.31628036,-99.99990082
378,0.170351744,32.43296814,-99.99990082
379,0.170351744,32.54964828,-99.99990082
380,0.170351744,32.66633224,-99.99990082
381,0.170351744,32.7830162,-99.99990082
382,0.170351744,32.89970016,-99.99990082
383,0.170351744,33.01638031,-99.99990082
384,0.170351744,33.13306808,-99.99990082
385,0.170351744,33.24975204,-99.99990082
386,0.170351744,33.36643219,-99.99990082
387,0.170351744,33.48311615,-99.99990082
388,0.170351744,33.59980011,-99.99990082
389,0.170351744,33.71648407,-99.99990082
390,0.170351744,33.83316422,-99.99990082
391,0.170351744,33.94985199,-99.99990082
392,0.170351744,34.06653214,-99.99990082
393,0.170351744,34.18321609,-99.99990082
394,0.170351744,34.29990005,-99.99990082
395,0.170351744,34.41658401,-99.99990082
396,0.170351744,34.53326797,-99.99990082
397,0.170351744,34.64995193,-99.99990082
398,0.170351744,34.76663589,-99.99990082
399,0.170351744,34.88331604,-99.99990082
400,0.170351744,35,-99.99990082
401,0.260703504,11.77999973,2.570233345
402,0.260703504,11.89668274,2.572724342
403,0.260703504,12.0133667,2.575203657
404,0.260703504,12.13004971,2.577680111
405,0.260703504,12.24673367,2.580150843
406,0.260703504,12.36341667,2.582606316
407,0.260703504,12.48010063,2.585060835
408,0.260703504,12.59678364,2.587505102
409,0.260703504,12.71346664,2.589945555
410,0.260703504,12.8301506,2.592381954
411,0.260703504,12.94683361,2.594804764
412,0.260703504,13.06351757,2.597223997
413,0.260703504,13.18020058,2.599638462
414,0.260703504,13.29688454,2.602038145
415,0.260703504,13.41356754,2.604436398
416,0.260703504,13.53025055,2.606828451
417,0.260703504,13.64693451,2.609208107
418,0.260703504,13.76361752,2.611580372
419,0.260703504,13.88030148,2.613951445
420,0.260703504,13.99698448,2.616313457
421,0.260703504,14.11366844,2.618668318
422,0.260703504,14.23035145,2.621017933
423,0.260703504,14.34703445,2.623361826
424,0.260703504,14.46371841,2.625698328
425,0.260703504,14.58040237,2.628027201
426,0.260703504,14.69708538,2.630357265
427,0.260703504,14.81376839,2.632673025
428,0.260703504,14.93045235,2.634992838
429,0.260703504,15.04713535,2.637301207
430,0.260703504,15.16381836,2.639606476
431,0.260703504,15.28050232,2.641907692
432,0.260703504,15.39718628,2.6442101
433,0.260703504,15.51386929,2.646507502
434,0.260703504,15.63055229,2.648804426
435,0.260703504,15.74723625,2.651094913
436,0.260703504,15.86392021,2.653395891
437,0.260703504,15.98060226,2.655682564
438,0.260703504,16.09728622,2.657973528
439,0.260703504,16.21397018,2.660270452
440,0.260703504,16.33065414,2.662566662
441,0.260703504,16.4473362,2.664865017
442,0.260703504,16.56402016,2.667169571
443,0.260703504,16.68070412,2.669482946
444,0.260703504,16.79738617,2.6717906
445,0.260703504,16.91407013,2.674119711
446,0.260703504,17.03075409,2.676448822
447,0.260703504,17.14743805,2.678800583
448,0.260703504,17.2641201,2.681159496
449,0.260703504,17.38080406,2.683531761
450,0.260703504,17.49748802,2.685919285
451,0.260703504,17.61417007,2.688326359
452,0.260703504,17.73085403,2.690752983
453,0.260703504,17.84753799,2.693197489
454,0.260703504,17.96422195,2.695675611
455,0.260703504,18.08090591,2.698180676
456,0.260703504,18.19758797,2.700715542
457,0.260703504,18.31427193,2.703277826
458,0.260703504,18.43095398,2.705882788
459,0.260703504,18.54763794,2.708528996
460,0.260703504,18.6643219,2.711221933
461,0.260703504,18.78100586,2.71395421
462,0.260703504,18.89768791,2.716749907
463,0.260703504,19.01437187,2.719596624
464,0.260703504,19.13105583,2.722506046
465,0.260703504,19.24773788,2.725485802
466,0.260703504,19.36442184,2.728535175
467,0.260703504,19.4811058,2.73165822
468,0.260703504,19.59778976,2.73486495
469,0.260703504,19.71447182,2.738166094
470,0.260703504,19.83115578,2.741566896
471,0.260703504,19.94783974,2.745063066
472,0.260703504,20.06452179,2.748681068
473,0.260703504,20.18120575,2.752410889
474,0.260703504,20.29788971,2.756268263
475,0.260703504,20.41457367,2.76026988
476,0.260703504,20.53125763,2.764405012
477,0.260703504,20.64793968,2.768697739
478,0.260703504,20.76462364,2.773150444
479,0.260703504,20.88130569,2.777780056
480,0.260703504,20.99798965,2.782595158
481,0.260703504,21.11467361,2.787599325
482,0.260703504,21.23135757,2.792802811
483,0.260703504,21.34804153,2.798225403
484,0.260703504,21.46472359,2.803875446
485,0.260703504,21.58140755,2.809761047
486,0.260703504,21.6980896,2.815885067
487,0.260703504,21.81477356,2.822278738
488,0.260703504,21.93145752,2.82892251
489,0.260703504,22.04814148,2.835862637
490,0.260703504,22.16482544,2.843074322
491,0.260703504,22.28150749,2.850588083
492,0.260703504,22.39818954,2.858408451
493,0.260703504,22.51487541,2.866544485
494,0.260703504,22.63155746,2.874998331
495,0.260703504,22.74824142,2.883780003
496,0.260703504,22.86492538,2.892895699
497,0.260703504,22.98160934,2.902350664
498,0.260703504,23.0982914,2.912142277
499,0.260703504,23.21497536,2.922275543
500,0.260703504,23.33165741,2.932760715
501,0.260703504,23.44834137,2.943579912
502,0.260703504,23.56502533,2.954742908
503,0.260703504,23.68170929,2.966236591
504,0.260703504,23.79839325,2.978074789
505,0.260703504,23.9150753,2.990232944
506,0.260703504,24.03175926,3.002710819
507,0.260703504,24.14844131,3.015504122
508,0.260703504,24.26512527,3.028588295
509,0.260703504,24.38180923,3.041969299
510,0.260703504,24.49849319,3.055618763
511,0.260703504,24.61517715,3.069524288
512,0.260703504,24.73186111,3.083695889
513,0.260703504,24.84854317,3.098091602
514,0.260703504,24.96522522,3.112708092
515,0.260703504,25.08190918,3.127539158
516,0.260703504,25.19859314,3.14255023
517,0.260703504,25.3152771,3.157741308
518,0.260703504,25.43196106,3.173097372
519,0.260703504,25.54864502,3.188588619
520,0.260703504,25.66532707,3.204223871
521,0.260703504,25.78200912,3.219977379
522,0.260703504,25.89869308,3.235833168
523,0.260703504,26.01537704,3.251797438
524,0.260703504,26.132061,3.267838478
525,0.260703504,26.24874496,3.283965588
526,0.260703504,26.36542892,3.300150394
527,0.260703504,26.48211098,3.316406965
528,0.260703504,26.59879494,3.332719564
529,0.260703504,26.71547699,3.349093914
530,0.260703504,26.83216095,3.365501404
531,0.260703504,26.94884491,3.381963968
532,0.260703504,27.06552887,3.398476839
533,0.260703504,27.18221092,3.415019512
534,0.260703504,27.29889679,3.431610823
535,0.260703504,27.41557884,3.448257446
536,0.260703504,27.53226089,3.464951992
537,0.260703504,27.64894485,3.481706381
538,0.260703504,27.76562881,3.498515606
539,0.260703504,27.88231277,3.515382767
540,0.260703504,27.99899673,3.532313585
541,0.260703504,28.11568069,3.549323082
542,0.260703504,28.23236465,3.566412687
543,0.260703504,28.3490448,3.583589315
544,0.260703504,28.46572876,-99.99990082
545,0.260703504,28.58241272,-99.99990082
546,0.260703504,28.69909668,-99.99990082
547,0.260703504,28.81578064,-99.99990082
548,0.260703504,28.93246078,-99.99990082
549,0.260703504,29.04914474,-99.99990082
550,0.260703504,29.1658287,-99.99990082
551,0.260703504,29.28251266,-99.99990082
552,0.260703504,29.39919662,-99.99990082
553,0.260703504,29.51588058,-99.99990082
554,0.260703504,29.63256454,-99.99990082
555,0.260703504,29.7492485,-99.99990082
556,0.260703504,29.86592865,-99.99990082
557,0.260703504,29.98261261,-99.99990082
558,0.260703504,30.09929657,-99.99990082
559,0.260703504,30.21598053,-99.99990082
560,0.260703504,30.33266449,-99.99990082
561,0.260703504,30.44934845,-99.99990082
562,0.260703504,30.56603241,-99.99990082
563,0.260703504,30.68271255,-99.99990082
564,0.260703504,30.79939651,-99.99990082
565,0.260703504,30.91608047,-99.99990082
566,0.260703504,31.03276443,-99.99990082
567,0.260703504,31.14944839,-99.99990082
568,0.260703504,31.26613235,-99.99990082
569,0.260703504,31.38281631,-99.99990082
570,0.260703504,31.49949646,-99.99990082
571,0.260703504,31.61618042,-99.99990082
572,0.260703504,31.73286438,-99.99990082
573,0.260703504,31.84954834,-99.99990082
574,0.260703504,31.9662323,-99.99990082
575,0.260703504,32.08291626,-99.99990082
576,0.260703504,32.19960022,-99.99990082
577,0.260703504,32.31628036,-99.99990082
578,0.260703504,32.43296814,-99.99990082
579,0.260703504,32.54964828,-99.99990082
580,0.260703504,32.66633224,-99.99990082
581,0.260703504,32.7830162,-99.99990082
582,0.260703504,32.89970016,-99.99990082
583,0.260703504,33.01638031,-99.99990082
584,0.260703504,33.13306808,-99.99990082
585,0.260703504,33.24975204,-99.99990082
586,0.260703504,33.36643219,-99.99990082
587,0.260703504,33.48311615,-99.99990082
588,0.260703504,33.59980011,-99.99990082
589,0.260703504,33.71648407,-99.99990082
590,0.260703504,33.83316422,-99.99990082
591,0.260703504,33.94985199,-99.99990082
592,0.260703504,34.06653214,-99.99990082
593,0.260703504,34.18321609,-99.99990082
594,0.260703504,34.29990005,-99.99990082
595,0.260703504,34.41658401,-99.99990082
596,0.260703504,34.53326797,-99.99990082
597,0.260703504,34.64995193,-99.99990082
598,0.260703504,34.76663589,-99.99990082
599,0.260703504,34.88331604,-99.99990082
600,0.260703504,35,-99.99990082
601,0.351055264,11.77999973,2.576066732
602,0.351055264,11.89668274,2.578577757
603,0.351055264,12.0133667,2.58107543
604,0.351055264,12.13004971,2.583570242
605,0.351055264,12.24673367,2.586055994
606,0.351055264,12.36341667,2.588534594
607,0.351055264,12.48010063,2.591012239
608,0.351055264,12.59678364,2.593480587
609,0.351055264,12.71346664,2.595940113
610,0.351055264,12.8301506,2.59839654
611,0.351055264,12.94683361,2.600845337
612,0.351055264,13.06351757,2.603289843
613,0.351055264,13.18020058,2.605720282
614,0.351055264,13.29688454,2.608152866
615,0.351055264,13.41356754,2.610575676
616,0.351055264,13.53025055,2.61298871
617,0.351055264,13.64693451,2.615399837
618,0.351055264,13.76361752,2.617798805
619,0.351055264,13.88030148,2.620197535
620,0.351055264,13.99698448,2.622592449
621,0.351055264,14.11366844,2.624977589
622,0.351055264,14.23035145,2.627355337
623,0.351055264,14.34703445,2.629733801
624,0.351055264,14.46371841,2.632101059
625,0.351055264,14.58040237,2.634468079
626,0.351055264,14.69708538,2.636830091
627,0.351055264,14.81376839,2.639184237
628,0.351055264,14.93045235,2.641540766
629,0.351055264,15.04713535,2.643889666
630,0.351055264,15.16381836,2.646242857
631,0.351055264,15.28050232,2.64859271
632,0.351055264,15.39718628,2.650933981
633,0.351055264,15.51386929,2.653277159
634,0.351055264,15.63055229,2.655622005
635,0.351055264,15.74723625,2.657965899
636,0.351055264,15.86392021,2.660307646
637,0.351055264,15.98060226,2.662660122
638,0.351055264,16.09728622,2.66501379
639,0.351055264,16.21397018,2.667362213
640,0.351055264,16.33065414,2.669722319
641,0.351055264,16.4473362,2.672086239
642,0.351055264,16.56402016,2.674465418
643,0.351055264,16.68070412,2.676845074
644,0.351055264,16.79738617,2.679233074
645,0.351055264,16.91407013,2.681638002
646,0.351055264,17.03075409,2.684048653
647,0.351055264,17.14743805,2.686479568
648,0.351055264,17.2641201,2.688932896
649,0.351055264,17.38080406,2.691400051
650,0.351055264,17.49748802,2.693881273
651,0.351055264,17.61417007,2.696396828
652,0.351055264,17.73085403,2.698928833
653,0.351055264,17.84753799,2.701494694
654,0.351055264,17.96422195,2.704088211
655,0.351055264,18.08090591,2.706719398
656,0.351055264,18.19758797,2.709386826
657,0.351055264,18.31427193,2.712094307
658,0.351055264,18.43095398,2.714844227
659,0.351055264,18.54763794,2.71765089
660,0.351055264,18.6643219,2.720504045
661,0.351055264,18.78100586,2.72340703
662,0.351055264,18.89768791,2.726376534
663,0.351055264,19.01437187,2.729413748
664,0.351055264,19.13105583,2.732511997
665,0.351055264,19.24773788,2.735697508
666,0.351055264,19.36442184,2.73896265
667,0.351055264,19.4811058,2.742315292
668,0.351055264,19.59778976,2.745762587
669,0.351055264,19.71447182,2.74931097
670,0.351055264,19.83115578,2.752973795
671,0.351055264,19.94783974,2.756749392
672,0.351055264,20.06452179,2.760645151
673,0.351055264,20.18120575,2.764683723
674,0.351055264,20.29788971,2.768853664
675,0.351055264,20.41457367,2.773173094
676,0.351055264,20.53125763,2.777653456
677,0.351055264,20.64793968,2.782306194
678,0.351055264,20.76462364,2.787119389
679,0.351055264,20.88130569,2.792127132
680,0.351055264,20.99798965,2.797337294
681,0.351055264,21.11467361,2.80274272
682,0.351055264,21.23135757,2.808371782
683,0.351055264,21.34804153,2.814223051
684,0.351055264,21.46472359,2.820315599
685,0.351055264,21.58140755,2.826651812
686,0.351055264,21.6980896,2.833235264
687,0.351055264,21.81477356,2.840095758
