Step,N,maxaug_c,Nscores
10831,4.958994865,15.28050232,-99.99990082
10832,4.958994865,15.39718628,6.091852665
10833,4.958994865,15.51386929,6.096982002
10834,4.958994865,15.63055229,6.102344036
10835,4.958994865,15.74723625,6.107932091
10836,4.958994865,15.86392021,6.113774776
10837,4.958994865,15.98060226,6.119829178
10838,4.958994865,16.09728622,6.126131535
10839,4.958994865,16.21397018,6.132669449
10840,4.958994865,16.33065414,6.13946867
10841,4.958994865,16.4473362,6.14647913
10842,4.958994865,16.56402016,6.15374279
10843,4.958994865,16.68070412,6.161246777
10844,4.958994865,16.79738617,6.168999195
10845,4.958994865,16.91407013,6.177011967
10846,4.958994865,17.03075409,6.185254574
10847,4.958994865,17.14743805,6.193747997
10848,4.958994865,17.2641201,6.202502728
10849,4.958994865,17.38080406,6.211495399
10850,4.958994865,17.49748802,6.220762253
10851,4.958994865,17.61417007,6.230249405
10852,4.958994865,17.73085403,6.240005493
10853,4.958994865,17.84753799,6.250030041
10854,4.958994865,17.96422195,6.260289669
10855,4.958994865,18.08090591,6.270796776
10856,4.958994865,18.19758797,6.281576157
10857,4.958994865,18.31427193,6.292593002
10858,4.958994865,18.43095398,6.303871632
10859,4.958994865,18.54763794,6.315413952
10860,4.958994865,18.6643219,6.327199459
10861,4.958994865,18.78100586,6.339213371
10862,4.958994865,18.89768791,6.351493359
10863,4.958994865,19.01437187,6.364015579
10864,4.958994865,19.13105583,6.376774311
10865,4.958994865,19.24773788,6.389799118
10866,4.958994865,19.36442184,6.403054237
10867,4.958994865,19.4811058,6.41656065
10868,4.958994865,19.59778976,6.430273533
10869,4.958994865,19.71447182,6.444238663
10870,4.958994865,19.83115578,6.458419323
10871,4.958994865,19.94783974,6.472835064
10872,4.958994865,20.06452179,6.487481594
10873,4.958994865,20.18120575,6.502335548
10874,4.958994865,20.29788971,6.51740694
10875,4.958994865,20.41457367,6.532691002
10876,4.958994865,20.53125763,6.548190117
10877,4.958994865,20.64793968,6.563860893
10878,4.958994865,20.76462364,6.579746246
10879,4.958994865,20.88130569,6.595829487
10880,4.958994865,20.99798965,6.612093925
10881,4.958994865,21.11467361,6.628531933
10882,4.958994865,21.23135757,6.645155907
10883,4.958994865,21.34804153,6.661930561
10884,4.958994865,21.46472359,6.678883076
10885,4.958994865,21.58140755,6.69598484
10886,4.958994865,21.6980896,6.713237286
10887,4.958994865,21.81477356,6.730625153
10888,4.958994865,21.93145752,6.748157024
10889,4.958994865,22.04814148,6.765833378
10890,4.958994865,22.16482544,6.783638
10891,4.958994865,22.28150749,6.801543236
10892,4.958994865,22.39818954,6.819563866
10893,4.958994865,22.51487541,6.837689877
10894,4.958994865,22.63155746,6.855916977
10895,4.958994865,22.74824142,6.874238968
10896,4.958994865,22.86492538,6.892654419
10897,4.958994865,22.98160934,6.91112709
10898,4.958994865,23.0982914,6.929713249
10899,4.958994865,23.21497536,6.948361874
10900,4.958994865,23.33165741,6.967046738
10901,4.958994865,23.44834137,6.985790253
10902,4.958994865,23.56502533,7.004607201
10903,4.958994865,23.68170929,7.023462772
10904,4.958994865,23.79839325,7.042369366
10905,4.958994865,23.9150753,7.06128931
10906,4.958994865,24.03175926,7.080256939
10907,4.958994865,24.14844131,7.099252701
10908,4.958994865,24.26512527,7.118273735
10909,4.958994865,24.38180923,7.137326717
10910,4.958994865,24.49849319,7.156385899
10911,4.958994865,24.61517715,7.175448895
10912,4.958994865,24.73186111,7.194544792
10913,4.958994865,24.84854317,7.213640213
10914,4.958994865,24.96522522,7.232750416
10915,4.958994865,25.08190918,7.251862526
10916,4.958994865,25.19859314,7.270968914
10917,4.958994865,25.3152771,7.290093422
10918,4.958994865,25.43196106,7.309212685
10919,4.958994865,25.54864502,7.328329563
10920,4.958994865,25.66532707,7.347448826
10921,4.958994865,25.78200912,7.366586685
10922,4.958994865,25.89869308,7.385710239
10923,4.958994865,26.01537704,7.404835224
10924,4.958994865,26.132061,7.423968315
10925,4.958994865,26.24874496,7.443110943
10926,4.958994865,26.36542892,7.46226263
10927,4.958994865,26.48211098,7.481428623
10928,4.958994865,26.59879494,7.500592232
10929,4.958994865,26.71547699,7.519774437
10930,4.958994865,26.83216095,7.538990974
10931,4.958994865,26.94884491,7.558227062
10932,4.958994865,27.06552887,7.577485561
10933,4.958994865,27.18221092,7.596776485
10934,4.958994865,27.29889679,7.616087437
10935,4.958994865,27.41557884,7.635462761
10936,4.958994865,27.53226089,7.654846668
10937,4.958994865,27.64894485,7.674303055
10938,4.958994865,27.76562881,7.693812847
10939,4.958994865,27.88231277,7.713374615
10940,4.958994865,27.99899673,7.732999802
10941,4.958994865,28.11568069,7.752692223
10942,4.958994865,28.23236465,7.772471905
10943,4.958994865,28.3490448,7.792308807
10944,4.958994865,28.46572876,7.812271595
10945,4.958994865,28.58241272,7.832289219
10946,4.958994865,28.69909668,7.852403164
10947,4.958994865,28.81578064,7.87263298
10948,4.958994865,28.93246078,7.892963409
10949,4.958994865,29.04914474,7.913424969
10950,4.958994865,29.1658287,7.933999062
10951,4.958994865,29.28251266,7.954668999
10952,4.958994865,29.39919662,7.97550106
10953,4.958994865,29.51588058,7.996478558
10954,4.958994865,29.63256454,8.017568588
10955,4.958994865,29.7492485,8.038814545
10956,4.958994865,29.86592865,8.060196877
10957,4.958994865,29.98261261,8.081757545
10958,4.958994865,30.09929657,8.103463173
10959,4.958994865,30.21598053,8.125318527
10960,4.958994865,30.33266449,8.147377968
10961,4.958994865,30.44934845,8.16956234
10962,4.958994865,30.56603241,8.191915512
10963,4.958994865,30.68271255,8.214448929
10964,4.958994865,30.79939651,8.237149239
10965,4.958994865,30.91608047,8.260024071
10966,4.958994865,31.03276443,8.283071518
10967,4.958994865,31.14944839,8.306285858
10968,4.958994865,31.26613235,8.329689026
10969,4.958994865,31.38281631,8.353229523
10970,4.958994865,31.49949646,8.376962662
10971,4.958994865,31.61618042,8.400850296
10972,4.958994865,31.73286438,8.424890518
10973,4.958994865,31.84954834,8.449090958
10974,4.958994865,31.9662323,8.473464012
10975,4.958994865,32.08291626,8.497965813
10976,4.958994865,32.19960022,8.522597313
10977,4.958994865,32.31628036,8.547359467
10978,4.958994865,32.43296814,8.572257042
10979,4.958994865,32.54964828,8.597285271
10980,4.958994865,32.66633224,8.62242794
10981,4.958994865,32.7830162,8.647629738
10982,4.958994865,32.89970016,8.672963142
10983,4.958994865,33.01638031,8.698375702
10984,4.958994865,33.13306808,8.723846436
10985,4.958994865,33.24975204,8.749379158
10986,4.958994865,33.36643219,8.774944305
10987,4.958994865,33.48311615,8.800573349
10988,4.958994865,33.59980011,8.826184273
10989,4.958994865,33.71648407,8.851837158
10990,4.958994865,33.83316422,8.87747097
10991,4.958994865,33.94985199,8.903116226
10992,4.958994865,34.06653214,8.928715706
10993,4.958994865,34.18321609,8.95426178
10994,4.958994865,34.29990005,8.979755402
10995,4.958994865,34.41658401,9.005178452
10996,4.958994865,34.53326797,9.030535698
10997,4.958994865,34.64995193,-99.99990082
10998,4.958994865,34.76663589,-99.99990082
10999,4.958994865,34.88331604,-99.99990082
11000,4.958994865,35,-99.99990082
11001,5.049346447,11.77999973,-99.99990082
11002,5.049346447,11.89668274,-99.99990082
11003,5.049346447,12.0133667,-99.99990082
11004,5.049346447,12.13004971,-99.99990082
11005,5.049346447,12.24673367,-99.99990082
11006,5.049346447,12.36341667,-99.99990082
11007,5.049346447,12.48010063,-99.99990082
11008,5.049346447,12.59678364,-99.99990082
11009,5.049346447,12.71346664,-99.99990082
11010,5.049346447,12.8301506,-99.99990082
11011,5.049346447,12.94683361,-99.99990082
11012,5.049346447,13.06351757,-99.99990082
11013,5.049346447,13.18020058,-99.99990082
11014,5.049346447,13.29688454,-99.99990082
11015,5.049346447,13.41356754,-99.99990082
11016,5.049346447,13.53025055,-99.99990082
11017,5.049346447,13.64693451,-99.99990082
11018,5.049346447,13.76361752,-99.99990082
11019,5.049346447,13.88030148,-99.99990082
11020,5.049346447,13.99698448,-99.99990082
11021,5.049346447,14.11366844,-99.99990082
11022,5.049346447,14.23035145,-99.99990082
11023,5.049346447,14.34703445,-99.99990082
11024,5.049346447,14.46371841,-99.99990082
11025,5.049346447,14.58040237,-99.99990082
11026,5.049346447,14.69708538,-99.99990082
11027,5.049346447,14.81376839,-99.99990082
11028,5.049346447,14.93045235,-99.99990082
11029,5.049346447,15.04713535,-99.99990082
11030,5.049346447,15.16381836,-99.99990082
11031,5.049346447,15.28050232,-99.99990082
11032,5.049346447,15.39718628,-99.99990082
11033,5.049346447,15.51386929,6.168134689
11034,5.049346447,15.63055229,6.173125267
11035,5.049346447,15.74723625,6.17831707
11036,5.049346447,15.86392021,6.183775902
11037,5.049346447,15.98060226,6.189450264
11038,5.049346447,16.09728622,6.195365906
11039,5.049346447,16.21397018,6.201523304
11040,5.049346447,16.33065414,6.207925797
11041,5.049346447,16.4473362,6.214554787
11042,5.049346447,16.56402016,6.221442699
11043,5.049346447,16.68070412,6.2285676
11044,5.049346447,16.79738617,6.235942364
11045,5.049346447,16.91407013,6.24356842
11046,5.049346447,17.03075409,6.251439095
11047,5.049346447,17.14743805,6.259561062
11048,5.049346447,17.2641201,6.267920017
11049,5.049346447,17.38080406,6.276542187
11050,5.049346447,17.49748802,6.285400391
11051,5.049346447,17.61417007,6.294520378
11052,5.049346447,17.73085403,6.303906441
11053,5.049346447,17.84753799,6.31353569
11054,5.049346447,17.96422195,6.323419571
11055,5.049346447,18.08090591,6.333558559
11056,5.049346447,18.19758797,6.343950272
11057,5.049346447,18.31427193,6.354606152
11058,5.049346447,18.43095398,6.365502357
11059,5.049346447,18.54763794,6.376644135
11060,5.049346447,18.6643219,6.388045311
11061,5.049346447,18.78100586,6.399707794
11062,5.049346447,18.89768791,6.411602497
11063,5.049346447,19.01437187,6.423748016
11064,5.049346447,19.13105583,6.436141014
11065,5.049346447,19.24773788,6.448773861
11066,5.049346447,19.36442184,6.461657047
11067,5.049346447,19.4811058,6.474794388
11068,5.049346447,19.59778976,6.48814106
11069,5.049346447,19.71447182,6.501736641
11070,5.049346447,19.83115578,6.515561104
11071,5.049346447,19.94783974,6.529605865
11072,5.049346447,20.06452179,6.543892384
11073,5.049346447,20.18120575,6.55837965
11074,5.049346447,20.29788971,6.5730896
11075,5.049346447,20.41457367,6.588002682
11076,5.049346447,20.53125763,6.603143692
11077,5.049346447,20.64793968,6.618469715
11078,5.049346447,20.76462364,6.634012222
11079,5.049346447,20.88130569,6.649735928
11080,5.049346447,20.99798965,6.665652752
11081,5.049346447,21.11467361,6.681734085
11082,5.049346447,21.23135757,6.698015213
11083,5.049346447,21.34804153,6.714461803
11084,5.049346447,21.46472359,6.731079578
11085,5.049346447,21.58140755,6.747841358
11086,5.049346447,21.6980896,6.764766693
11087,5.049346447,21.81477356,6.781821728
11088,5.049346447,21.93145752,6.799040318
11089,5.049346447,22.04814148,6.816377163
11090,5.049346447,22.16482544,6.833860397
11091,5.049346447,22.28150749,6.851459503
11092,5.049346447,22.39818954,6.869168758
11093,5.049346447,22.51487541,6.887004375
11094,5.049346447,22.63155746,6.904912472
11095,5.049346447,22.74824142,6.922944069
11096,5.049346447,22.86492538,6.941052914
11097,5.049346447,22.98160934,6.95925951
11098,5.049346447,23.0982914,6.977539063
11099,5.049346447,23.21497536,6.995902061
11100,5.049346447,23.33165741,7.014322281
11101,5.049346447,23.44834137,7.032793999
11102,5.049346447,23.56502533,7.051338673
11103,5.049346447,23.68170929,7.069955349
11104,5.049346447,23.79839325,7.0885849
11105,5.049346447,23.9150753,7.10726881
11106,5.049346447,24.03175926,7.125996113
11107,5.049346447,24.14844131,7.144757271
11108,5.049346447,24.26512527,7.163544655
11109,5.049346447,24.38180923,7.182367802
11110,5.049346447,24.49849319,7.201205254
11111,5.049346447,24.61517715,7.220076561
11112,5.049346447,24.73186111,7.238942146
11113,5.049346447,24.84854317,7.257871151
11114,5.049346447,24.96522522,7.276768684
11115,5.049346447,25.08190918,7.295703411
11116,5.049346447,25.19859314,7.314650059
11117,5.049346447,25.3152771,7.333590508
11118,5.049346447,25.43196106,7.352539063
11119,5.049346447,25.54864502,7.371522903
11120,5.049346447,25.66532707,7.390512943
11121,5.049346447,25.78200912,7.409487247
11122,5.049346447,25.89869308,7.428503513
11123,5.049346447,26.01537704,7.447532654
11124,5.049346447,26.132061,7.466559887
11125,5.049346447,26.24874496,7.48557806
11126,5.049346447,26.36542892,7.504648209
11127,5.049346447,26.48211098,7.523731709
11128,5.049346447,26.59879494,7.542831898
11129,5.049346447,26.71547699,7.561947823
11130,5.049346447,26.83216095,7.581132412
11131,5.049346447,26.94884491,7.600308418
11132,5.049346447,27.06552887,7.619553566
11133,5.049346447,27.18221092,7.638816833
11134,5.049346447,27.29889679,7.658136368
11135,5.049346447,27.41557884,7.677499294
11136,5.049346447,27.53226089,7.696925163
11137,5.049346447,27.64894485,7.716385841
11138,5.049346447,27.76562881,7.735931396
11139,5.049346447,27.88231277,7.755528927
11140,5.049346447,27.99899673,7.775230885
11141,5.049346447,28.11568069,7.795001507
11142,5.049346447,28.23236465,7.814857483
11143,5.049346447,28.3490448,7.834800243
11144,5.049346447,28.46572876,7.854838848
11145,5.049346447,28.58241272,7.874996662
11146,5.049346447,28.69909668,7.895240307
11147,5.049346447,28.81578064,7.91561842
11148,5.049346447,28.93246078,7.936116695
11149,5.049346447,29.04914474,7.956719398
11150,5.049346447,29.1658287,7.977465153
11151,5.049346447,29.28251266,7.998364449
11152,5.049346447,29.39919662,8.019376755
11153,5.049346447,29.51588058,8.040550232
11154,5.049346447,29.63256454,8.06189537
11155,5.049346447,29.7492485,8.083359718
11156,5.049346447,29.86592865,8.105002403
11157,5.049346447,29.98261261,8.126821518
11158,5.049346447,30.09929657,8.148790359
11159,5.049346447,30.21598053,8.170924187
11160,5.049346447,30.33266449,8.193246841
11161,5.049346447,30.44934845,8.215694427
11162,5.049346447,30.56603241,8.238377571
11163,5.049346447,30.68271255,8.261217117
11164,5.049346447,30.79939651,8.284238815
11165,5.049346447,30.91608047,8.30742836
11166,5.049346447,31.03276443,8.330804825
11167,5.049346447,31.14944839,8.354338646
11168,5.049346447,31.26613235,8.378063202
11169,5.049346447,31.38281631,8.401948929
11170,5.049346447,31.49949646,8.426021576
11171,5.049346447,31.61618042,8.450251579
11172,5.049346447,31.73286438,8.4746418
11173,5.049346447,31.84954834,8.499176025
11174,5.049346447,31.9662323,8.523873329
11175,5.049346447,32.08291626,8.548708916
11176,5.049346447,32.19960022,8.573700905
11177,5.049346447,32.31628036,8.598795891
11178,5.049346447,32.43296814,8.624031067
11179,5.049346447,32.54964828,8.649381638
11180,5.049346447,32.66633224,8.6748209
11181,5.049346447,32.7830162,8.700372696
11182,5.049346447,32.89970016,8.725996017
11183,5.049346447,33.01638031,8.75166893
11184,5.049346447,33.13306808,8.77742672
11185,5.049346447,33.24975204,8.803228378
11186,5.049346447,33.36643219,8.829054832
11187,5.049346447,33.48311615,8.854927063
11188,5.049346447,33.59980011,8.880818367
11189,5.049346447,33.71648407,8.90666008
11190,5.049346447,33.83316422,8.932525635
11191,5.049346447,33.94985199,8.958342552
11192,5.049346447,34.06653214,8.984102249
11193,5.049346447,34.18321609,9.009821892
11194,5.049346447,34.29990005,9.035480499
11195,5.049346447,34.41658401,9.061075211
11196,5.049346447,34.53326797,-99.99990082
11197,5.049346447,34.64995193,-99.99990082
11198,5.049346447,34.76663589,-99.99990082
11199,5.049346447,34.88331604,-99.99990082
11200,5.049346447,35,-99.99990082
11201,5.139698505,11.77999973,-99.99990082
11202,5.139698505,11.89668274,-99.99990082
11203,5.139698505,12.0133667,-99.99990082
11204,5.139698505,12.13004971,-99.99990082
11205,5.139698505,12.24673367,-99.99990082
11206,5.139698505,12.36341667,-99.99990082
11207,5.139698505,12.48010063,-99.99990082
11208,5.139698505,12.59678364,-99.99990082
11209,5.139698505,12.71346664,-99.99990082
11210,5.139698505,12.8301506,-99.99990082
11211,5.139698505,12.94683361,-99.99990082
11212,5.139698505,13.06351757,-99.99990082
11213,5.139698505,13.18020058,-99.99990082
11214,5.139698505,13.29688454,-99.99990082
11215,5.139698505,13.41356754,-99.99990082
11216,5.139698505,13.53025055,-99.99990082
11217,5.139698505,13.64693451,-99.99990082
11218,5.139698505,13.76361752,-99.99990082
11219,5.139698505,13.88030148,-99.99990082
11220,5.139698505,13.99698448,-99.99990082
11221,5.139698505,14.11366844,-99.99990082
11222,5.139698505,14.23035145,-99.99990082
11223,5.139698505,14.34703445,-99.99990082
11224,5.139698505,14.46371841,-99.99990082
11225,5.139698505,14.58040237,-99.99990082
11226,5.139698505,14.69708538,-99.99990082
11227,5.139698505,14.81376839,-99.99990082
11228,5.139698505,14.93045235,-99.99990082
11229,5.139698505,15.04713535,-99.99990082
11230,5.139698505,15.16381836,-99.99990082
11231,5.139698505,15.28050232,-99.99990082
11232,5.139698505,15.39718628,-99.99990082
11233,5.139698505,15.51386929,-99.99990082
11234,5.139698505,15.63055229,-99.99990082
11235,5.139698505,15.74723625,-99.99990082
11236,5.139698505,15.86392021,6.248561859
11237,5.139698505,15.98060226,6.253845215
11238,5.139698505,16.09728622,6.259382248
11239,5.139698505,16.21397018,6.265172005
11240,5.139698505,16.33065414,6.271172523
11241,5.139698505,16.4473362,6.27742815
11242,5.139698505,16.56402016,6.28393364
11243,5.139698505,16.68070412,6.290680885
11244,5.139698505,16.79738617,6.297659874
11245,5.139698505,16.91407013,6.304904461
11246,5.139698505,17.03075409,6.312391281
11247,5.139698505,17.14743805,6.320128918
11248,5.139698505,17.2641201,6.328113079
11249,5.139698505,17.38080406,6.336364269
11250,5.139698505,17.49748802,6.344853878
11251,5.139698505,17.61417007,6.353591919
11252,5.139698505,17.73085403,6.362582684
11253,5.139698505,17.84753799,6.371853352
11254,5.139698505,17.96422195,6.381350517
11255,5.139698505,18.08090591,6.391117573
11256,5.139698505,18.19758797,6.401129246
11257,5.139698505,18.31427193,6.41139698
11258,5.139698505,18.43095398,6.421929359
11259,5.139698505,18.54763794,6.432712555
11260,5.139698505,18.6643219,6.443738461
11261,5.139698505,18.78100586,6.455031872
11262,5.139698505,18.89768791,6.466558456
11263,5.139698505,19.01437187,6.478345394
11264,5.139698505,19.13105583,6.490362167
11265,5.139698505,19.24773788,6.502651691
11266,5.139698505,19.36442184,6.515172958
11267,5.139698505,19.4811058,6.527928352
11268,5.139698505,19.59778976,6.540924549
11269,5.139698505,19.71447182,6.554171085
11270,5.139698505,19.83115578,6.567634106
11271,5.139698505,19.94783974,6.58133316
11272,5.139698505,20.06452179,6.59526825
11273,5.139698505,20.18120575,6.609409809
11274,5.139698505,20.29788971,6.623766899
11275,5.139698505,20.41457367,6.638346672
11276,5.139698505,20.53125763,6.653152466
11277,5.139698505,20.64793968,6.668145657
11278,5.139698505,20.76462364,6.683351994
11279,5.139698505,20.88130569,6.698737621
11280,5.139698505,20.99798965,6.714324474
11281,5.139698505,21.11467361,6.730105877
11282,5.139698505,21.23135757,6.746075153
11283,5.139698505,21.34804153,6.762180328
11284,5.139698505,21.46472359,6.778481007
11285,5.139698505,21.58140755,6.794926167
11286,5.139698505,21.6980896,6.811559677
11287,5.139698505,21.81477356,6.828319073
11288,5.139698505,21.93145752,6.845244408
11289,5.139698505,22.04814148,6.862305164
11290,5.139698505,22.16482544,6.87946701
11291,5.139698505,22.28150749,6.896794796
11292,5.139698505,22.39818954,6.914228439
11293,5.139698505,22.51487541,6.931789875
11294,5.139698505,22.63155746,6.949429035
11295,5.139698505,22.74824142,6.967205524
11296,5.139698505,22.86492538,6.985051155
11297,5.139698505,22.98160934,7.002985954
11298,5.139698505,23.0982914,7.02104187
11299,5.139698505,23.21497536,7.039142609
11300,5.139698505,23.33165741,7.057331085
11301,5.139698505,23.44834137,7.075591564
11302,5.139698505,23.56502533,7.093907833
11303,5.139698505,23.68170929,7.112281799
11304,5.139698505,23.79839325,7.130708694
11305,5.139698505,23.9150753,7.149205208
11306,5.139698505,24.03175926,7.167711258
11307,5.139698505,24.14844131,7.186290264
11308,5.139698505,24.26512527,7.204911232
11309,5.139698505,24.38180923,7.223538876
11310,5.139698505,24.49849319,7.242221832
11311,5.139698505,24.61517715,7.260906696
11312,5.139698505,24.73186111,7.279639244
11313,5.139698505,24.84854317,7.298397064
11314,5.139698505,24.96522522,7.317162991
11315,5.139698505,25.08190918,7.335945606
11316,5.139698505,25.19859314,7.354755878
11317,5.139698505,25.3152771,7.373586655
11318,5.139698505,25.43196106,7.392433643
11319,5.139698505,25.54864502,7.411310673
11320,5.139698505,25.66532707,7.430209637
11321,5.139698505,25.78200912,7.449100494
11322,5.139698505,25.89869308,7.468033791
11323,5.139698505,26.01537704,7.486971855
11324,5.139698505,26.132061,7.505930901
11325,5.139698505,26.24874496,7.524946213
11326,5.139698505,26.36542892,7.543950081
11327,5.139698505,26.48211098,7.563004971
11328,5.139698505,26.59879494,7.582078457
11329,5.139698505,26.71547699,7.601186752
11330,5.139698505,26.83216095,7.620355606
11331,5.139698505,26.94884491,7.639552116
11332,5.139698505,27.06552887,7.658802509
11333,5.139698505,27.18221092,7.678101063
11334,5.139698505,27.29889679,7.697455406
11335,5.139698505,27.41557884,7.71685648
11336,5.139698505,27.53226089,7.736327171
11337,5.139698505,27.64894485,7.755887032
11338,5.139698505,27.76562881,7.775501251
11339,5.139698505,27.88231277,7.795216084
11340,5.139698505,27.99899673,7.814994335
11341,5.139698505,28.11568069,7.834877014
11342,5.139698505,28.23236465,7.854847908
11343,5.139698505,28.3490448,7.874931335
11344,5.139698505,28.46572876,7.89511919
11345,5.139698505,28.58241272,7.915427208
11346,5.139698505,28.69909668,7.935844421
11347,5.139698505,28.81578064,7.956398487
11348,5.139698505,28.93246078,7.977084637
11349,5.139698505,29.04914474,7.997910976
11350,5.139698505,29.1658287,8.018863678
11351,5.139698505,29.28251266,8.03996563
11352,5.139698505,29.39919662,8.061228752
11353,5.139698505,29.51588058,8.082633972
11354,5.139698505,29.63256454,8.104201317
11355,5.139698505,29.7492485,8.125948906
11356,5.139698505,29.86592865,8.147852898
11357,5.139698505,29.98261261,8.169948578
11358,5.139698505,30.09929657,8.192188263
11359,5.139698505,30.21598053,8.214613914
11360,5.139698505,30.33266449,8.237208366
11361,5.139698505,30.44934845,8.260030746
11362,5.139698505,30.56603241,8.282995224
11363,5.139698505,30.68271255,8.306159019
11364,5.139698505,30.79939651,8.329473495
11365,5.139698505,30.91608047,8.352987289
11366,5.139698505,31.03276443,8.376718521
11367,5.139698505,31.14944839,8.400586128
11368,5.139698505,31.26613235,8.424647331
11369,5.139698505,31.38281631,8.448853493
11370,5.139698505,31.49949646,8.473277092
11371,5.139698505,31.61618042,8.497825623
11372,5.139698505,31.73286438,8.522541046
11373,5.139698505,31.84954834,8.547422409
11374,5.139698505,31.9662323,8.572463036
11375,5.139698505,32.08291626,8.597611427
11376,5.139698505,32.19960022,8.622915268
11377,5.139698505,32.31628036,8.64834404
11378,5.139698505,32.43296814,8.673855782
11379,5.139698505,32.54964828,8.699508667
11380,5.139698505,32.66633224,8.725261688
11381,5.139698505,32.7830162,8.75110054
11382,5.139698505,32.89970016,8.776982307
11383,5.139698505,33.01638031,8.802949905
11384,5.139698505,33.13306808,8.828957558
11385,5.139698505,33.24975204,8.85501194
11386,5.139698505,33.36643219,8.881100655
11387,5.139698505,33.48311615,8.907160759
11388,5.139698505,33.59980011,8.933276176
11389,5.139698505,33.71648407,8.959307671
11390,5.139698505,33.83316422,8.985365868
11391,5.139698505,33.94985199,9.011343956
11392,5.139698505,34.06653214,9.037279129
11393,5.139698505,34.18321609,9.063136101
11394,5.139698505,34.29990005,9.088910103
11395,5.139698505,34.41658401,-99.99990082
11396,5.139698505,34.53326797,-99.99990082
11397,5.139698505,34.64995193,-99.99990082
11398,5.139698505,34.76663589,-99.99990082
11399,5.139698505,34.88331604,-99.99990082
11400,5.139698505,35,-99.99990082
11401,5.230050087,11.77999973,-99.99990082
11402,5.230050087,11.89668274,-99.99990082
11403,5.230050087,12.0133667,-99.99990082
11404,5.230050087,12.13004971,-99.99990082
11405,5.230050087,12.24673367,-99.99990082
11406,5.230050087,12.36341667,-99.99990082
11407,5.230050087,12.48010063,-99.99990082
11408,5.230050087,12.59678364,-99.99990082
11409,5.230050087,12.71346664,-99.99990082
11410,5.230050087,12.8301506,-99.99990082
11411,5.230050087,12.94683361,-99.99990082
11412,5.230050087,13.06351757,-99.99990082
11413,5.230050087,13.18020058,-99.99990082
11414,5.230050087,13.29688454,-99.99990082
11415,5.230050087,13.41356754,-99.99990082
11416,5.230050087,13.53025055,-99.99990082
11417,5.230050087,13.64693451,-99.99990082
11418,5.230050087,13.76361752,-99.99990082
11419,5.230050087,13.88030148,-99.99990082
11420,5.230050087,13.99698448,-99.99990082
11421,5.230050087,14.11366844,-99.99990082
11422,5.230050087,14.23035145,-99.99990082
11423,5.230050087,14.34703445,-99.99990082
11424,5.230050087,14.46371841,-99.99990082
11425,5.230050087,14.58040237,-99.99990082
11426,5.230050087,14.69708538,-99.99990082
11427,5.230050087,14.81376839,-99.99990082
11428,5.230050087,14.93045235,-99.99990082
11429,5.230050087,15.04713535,-99.99990082
11430,5.230050087,15.16381836,-99.99990082
11431,5.230050087,15.28050232,-99.99990082
11432,5.230050087,15.39718628,-99.99990082
11433,5.230050087,15.51386929,-99.99990082
11434,5.230050087,15.63055229,-99.99990082
11435,5.230050087,15.74723625,-99.99990082
11436,5.230050087,15.86392021,-99.99990082
11437,5.230050087,15.98060226,-99.99990082
11438,5.230050087,16.09728622,6.317366123
11439,5.230050087,16.21397018,6.322779179
11440,5.230050087,16.33065414,6.328417301
11441,5.230050087,16.4473362,6.334302425
11442,5.230050087,16.56402016,6.340426445
11443,5.230050087,16.68070412,6.346796036
11444,5.230050087,16.79738617,6.353415966
11445,5.230050087,16.91407013,6.360290527
11446,5.230050087,17.03075409,6.36741209
11447,5.230050087,17.14743805,6.374768257
11448,5.230050087,17.2641201,6.382386208
11449,5.230050087,17.38080406,6.390264034
11450,5.230050087,17.49748802,6.398388863
11451,5.230050087,17.61417007,6.406761169
11452,5.230050087,17.73085403,6.41537714
11453,5.230050087,17.84753799,6.424286842
11454,5.230050087,17.96422195,6.433425426
11455,5.230050087,18.08090591,6.4428339
11456,5.230050087,18.19758797,6.452470303
11457,5.230050087,18.31427193,6.462406635
11458,5.230050087,18.43095398,6.472570896
11459,5.230050087,18.54763794,6.482996941
11460,5.230050087,18.6643219,6.493675709
11461,5.230050087,18.78100586,6.504612446
11462,5.230050087,18.89768791,6.515797615
11463,5.230050087,19.01437187,6.527235508
11464,5.230050087,19.13105583,6.538924694
11465,5.230050087,19.24773788,6.550867558
11466,5.230050087,19.36442184,6.563047409
11467,5.230050087,19.4811058,6.575471401
11468,5.230050087,19.59778976,6.588145256
11469,5.230050087,19.71447182,6.601047516
11470,5.230050087,19.83115578,6.614194393
11471,5.230050087,19.94783974,6.627559662
11472,5.230050087,20.06452179,6.641172409
11473,5.230050087,20.18120575,6.655004025
11474,5.230050087,20.29788971,6.669059277
11475,5.230050087,20.41457367,6.683334351
11476,5.230050087,20.53125763,6.697825909
11477,5.230050087,20.64793968,6.712519169
11478,5.230050087,20.76462364,6.727408886
11479,5.230050087,20.88130569,6.742526054
11480,5.230050087,20.99798965,6.757827759
11481,5.230050087,21.11467361,6.773310661
11482,5.230050087,21.23135757,6.788982868
11483,5.230050087,21.34804153,6.804836273
11484,5.230050087,21.46472359,6.820858955
11485,5.230050087,21.58140755,6.837055206
11486,5.230050087,21.6980896,6.853406429
11487,5.230050087,21.81477356,6.869924545
11488,5.230050087,21.93145752,6.886565208
11489,5.230050087,22.04814148,6.903375149
11490,5.230050087,22.16482544,6.920313358
